d,license_number,license_status,license_status_date,license_term,license_type,license_designation,issue_date,expiration_date,licensing_authority_id,licensing_authority,business_legal_name,business_dba_name,business_image_url,business_owner_name,business_structure,business_website,activity,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,business_email,business_phone,parcel_number,premise_latitude,premise_longitude,data_refreshed_date
,GAAA-TWHV-U1II,,,,Grower,,,4/21/2024,,,"Innovative Oil and Gas Traders, LLC",Wavezz Exotics,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-41GE-BUKO,,,,Processor,,,3/3/2023,,,"Gaia Green Capital, LLC",Elven Gardens,,,,,,,ELGIN,,Comanche,,,,,,,
,PAAA-LQGF-8FPA,,,,Processor,,,7/21/2023,,,Southwest Biotech and Extraction LLC,Southwest Biotech and Extraction LLC,,,,,,,SWEETWATER,,Beckham,,,,,,,
,GAAA-1XI0-IWEJ,,,,Grower,,,2/1/2024,,,Advanced Hemp and Cannabis Group LLC,Advanced Hemp and Cannabis Group LLC,,,,,,,HASKELL,,Muskogee,,,,,,,
,PAAA-EJEX-OVU7,,,,Processor,,,2/10/2024,,,Rachel Petersen DBA Petersen's Consulting,Creative Cannabis Concentrate Consultants,,,,,,,MCALESTER,,Pittsburg,,,,,,,
,GAAA-VYV4-3SYM,,,,Grower,,,3/1/2024,,,The Weedners LLC,The Weedners LLC,,,,,,,PONCA CITY,,Kay,,,,,,,
,GAAA-I4YY-MP77,,,,Grower,,,6/28/2023,,,Zheng Wu Sunnyside LLC,Zheng Wu Sunnyside LLC,,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,PAAA-WZUG-O9VF,,,,Processor,,,11/15/2023,,,T-Town extracts LLC.,T-Town Extracts,,,,,,,tulsa,,Rogers,,,,,,,
,GAAA-E1AO-WHDB,,,,Grower,,,4/11/2024,,,"Cannabis Joes, LLC",Cannabis Joes,,,,,,,MANNFORD,,Creek,,,,,,,
,GAAA-EKAO-TRF8,,,,Grower,,,11/14/2023,,,"Canna Budz Farms, LLC","Canna Budz Farms, LLC",,,,,,,SKIATOOK,,Osage,,,,,,,
,GAAA-YQAY-SO6I,,,,Grower,,,11/13/2022,,,Emerald City Organic LLC,Notorious Organics LLC,,,,,,,OKC,,Oklahoma,,,,,,,
,GAAA-ZER7-ZLMN,,,,Grower,,,11/1/2023,,,Rising Sun Cultivation Inc,Rising Sun Cultivation Inc,,,,,,,Pauls Valley,,Garvin,,,,,34.7602,-97.204,
,GAAA-EYKA-6NDP,,,,Grower,,,1/12/2024,,,Wild Herb LLC,Wild Herb LLC,,,,,,,FAIRFAX,,Osage,,,,,,,
,GAAA-UVVV-Z1GN,,,,Grower,,,9/20/2023,,,American Green Cross LLC,American Green Cross LLC,,,,,,,ARDMORE,,Carter,,,,,,,
,GAAA-N1EW-J49H,,,,Grower,,,2/1/2023,,,TEXOMA HEMP CO INC,Blissful Flowers,,,,,,,MARIETTA,,Love,,,,,,,
,DAAA-UEH7-GWOJ,,,,Dispensary,,,10/30/2023,,,2100 S Broadway LLC,Edmond Kush House,,,,,,,EDMOND,,Oklahoma,,,,,,,
,GAAA-97NA-OLD9,,,,Grower,,,11/13/2023,,,Sunny Farms LLC,Sunny Farms LLC,,,,,,,Kellyville,,Creek,,,,,35.9018,-96.2399,
,GAAA-BTPF-V6SR,,,,Grower,,,10/17/2023,,,A Plus Growing LLC,A Plus Growing LLC,,,,,,,DUNCAN,,Stephens,,,,,,,
,TAAA-YE37-EI48,,,,Transporter,,,11/10/2023,,,"Pressure Distribution, LLC","Pressure Distribution, LLC",,,,,,,NOBLE,,Cleveland,,,,,,,
,DAAA-N1IT-DFMW,,,,Dispensary,,,12/20/2023,,,"Lewis Global, LLC",Head Shop,,,,,,,EUFAULA,,McIntosh,,,,,,,
,GAAA-ZGNV-HHCW,,,,Grower,,,6/20/2023,,,"Odesho Farms, LLC",Odesho Farms,,,,,,,WANN,,Washington,,,,,,,
,GAAA-TS2V-D4BA,,,,Grower,,,7/19/2023,,,VS Cannacare LLC,VS Cannacare LLC,,,,,,,NOWATA,,Nowata,,,,,,,
,PAAA-VKUJ-7CVS,,,,Processor,,,12/12/2023,,,Giddy Up Extracts LLC,Origin Extracts,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-KDK9-DHSV,,,,Processor,,,1/14/2024,,,"Bakery Supply Center, LLC",JOI FARMS,,,,,,,NORMAN,,Cleveland,,,,,,,
,GAAA-THLN-DTHK,,,,Grower,,,1/12/2023,,,"HydroFire, LLC","HydroFire, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-4YKV-JH7O,,,,Grower,,,11/13/2023,,,Terra Firma LLC,Terra Firma,,,,,,,POND CREEK,,Grant,,,,,,,
,DAAA-9CMS-RSSL,,,,Dispensary,,,11/6/2023,,,"Stoney's Joint, LLC","Stoney's Joint, LLC",,,,,,,TAHLEQUAH,,Cherokee,,,,,,,
,GAAA-GVHY-UOOA,,,,Grower,,,11/29/2023,,,Big E Genetics LLC,Big E Genetics LLC,,,,,,,DUNCAN,,Stephens,,,,,,,
,GAAA-EAIJ-PEQ1,,,,Grower,,,11/7/2023,,,Smithy Morris llc,Dank Disciples,,,,,,,Lexington,,Cleveland,,,,,35.0225,-97.2569,
,GAAA-J7ZT-7GLZ,,,,Grower,,,1/9/2024,,,"Paper Street AG, LLC","Paper Street AG, LLC",,,,,,,DEPEW,,Creek,,,,,,,
,GAAA-V1R2-ZVKL,,,,Grower,,,11/21/2023,,,"Le Qian Green, LLC","Le Qian Green, LLC",,,,,,,NEWCASTLE,,McClain,,,,,,,
,GAAA-M8TZ-HJML,,,,Grower,,,10/20/2023,,,"World Prestige Pharms, LLC",World Prestige Pharms,,,,,,,Stillwater,,Payne,,,,,36.08,-97.0694,
,GAAA-Y1RW-DESF,,,,Grower,,,10/11/2023,,,"FORT GIBSON FARMS, LLC","FORT GIBSON FARMS, LLC",,,,,,,FORT GIBSON,,Muskogee,,,,,,,
,PAAA-V1OS-YAWV,,,,Processor,,,3/13/2024,,,Bricktown Boys LLC,Bricktown Boys LLC,,,,,,,Norman,,Cleveland,,,,,35.2227,-97.4395,
,GAAA-R6VJ-C7WY,,,,Grower,,,2/16/2024,,,"Wahya Mountain Farms, Inc.","Wahya Mountain Farms, Inc.",,,,,,,LOCUST GROVE,,Mayes,,,,,,,
,GAAA-FXWY-NEAM,,,,Grower,,,9/29/2023,,,HICA LLC,HICA LLC,,,,,,,STROUD,,Lincoln,,,,,,,
,GAAA-LLP4-QQG6,,,,Grower,,,11/14/2023,,,Barker and Blossom,Salty GOAT Cannabis,,,,,,,JAY,,Delaware,,,,,,,
,DAAA-GUGC-RTQG,,,,Dispensary,,,10/20/2023,,,"Good Crops Dispensary 2, LLC","Good Crops Dispensary 2, LLC",,,,,,,HUGO,,Choctaw,,,,,,,
,GAAA-INAE-ZKG0,,,,Grower,,,9/20/2023,,,Frosties Garden LLC,Frosties Garden LLC,,,,,,,MAUD,,Pottawatomie,,,,,,,
,PAAA-EJHI-YS8N,,,,Processor,,,11/7/2023,,,"Kiamichi Skies, LLC","Kiamichi Skies, LLC",,,,,,,CLAYTON,,Pushmataha,,,,,,,
,GAAA-F8PI-LBEN,,,,Grower,,,6/14/2022,,,Sun Bush Grow LLC,Sun Bush Grow LLC,,,,,,,Ryan,,Jefferson,,,,,34.0037,-97.8952,
,GAAA-EKGQ-CJ8T,,,,Grower,,,7/3/2023,,,The Skunky Innovators LLC,The Skunky Innovators LLC,,,,,,,MENO,,Major,,,,,,,
,GAAA-LFIQ-MCCB,,,,Grower,,,6/26/2023,,,Weed and feed cannabis farms llc,Weed and feed cannabis farms llc.,,,,,,,PONCA CITY,,Osage,,,,,,,
,GAAA-XEXA-89WV,,,,Grower,,,3/8/2023,,,RDAF Medical LLC,Borderline Medical,,,,,,,KINGSTON,,Marshall,,,,,,,
,PAAA-N1PB-8WMU,,,,Processor,,,12/21/2023,,,Green Gold Cannabis & Hemp Co. LLC,Green Gold Cannabis & Hemp Co. LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-VY3H-CPCW,,,,Grower,,,3/27/2024,,,VGG01 LLC,Very Good Grows,,,,,,,JONES,,Oklahoma,,,,,,,
,GAAA-1AAY-EER2,,,,Grower,,,1/12/2024,,,yorya farms llc,yorya farms llc,,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,GAAA-V1CQ-82QU,,,,Grower,,,4/20/2024,,,Big City Growers LLC,Big City Growers LLC,,,,,,,MOORE,,Cleveland,,,,,,,
,GAAA-EJ42-4EHM,,,,Grower,,,10/31/2023,,,"One By Land, LLC",Kusa Blooms Cannabis,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-E1L3-LLMO,,,,Grower,,,6/28/2023,,,"Unterkircher Enterprises, LLC","Unterkircher Enterprises, LLC",,,,,,,OKEMAH,,Okfuskee,,,,,,,
,GAAA-XRAQ-83QA,,,,Grower,,,5/19/2023,,,"King of Kings Farms, LLC",King of Kings Farms,,,,,,,MEEKER,,Lincoln,,,,,,,
,DAAA-4KAJ-13TE,,,,Dispensary,,,12/14/2023,,,"OklaDispo Quail Springs, LLC",The Peak Quail Springs Dispensary,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-4JXZ-LPG5,,,,Grower,,,8/22/2023,,,"High Prairie Farms, LLC","High Prairie Farms, LLC",,,,,,,Guymon,,Texas,,,,,36.7478,-101.3936,
,GAAA-IWVM-IAGQ,,,,Grower,,,5/26/2024,,,"Puff Paff, LLC","Puff Paff, LLC",,,,,,,Coyle,,Logan,,,,,35.8825,-97.2383,
,GAAA-4YCB-9IQZ,,,,Grower,,,4/4/2023,,,Triple C Agriculture LLC,Triple C Agriculture LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-V1QP-OEG0,,,,Grower,,,11/3/2023,,,Empire Craft Cannabis LLC,Empire Craft Cannabis LLC,,,,,,,DUNCAN,,Stephens,,,,,,,
,GAAA-3MOG-SEND,,,,Grower,,,5/19/2023,,,Green House Gardens LLC,Green House Gardens LLC,,,,,,,CHELSEA,,Rogers,,,,,,,
,GAAA-4YWB-616O,,,,Grower,,,2/10/2024,,,"Green Grow Labs, LLC","Green Grow Labs, LLC",,,,,,,GLENCOE,,Payne,,,,,,,
,GAAA-N1S9-Y7MK,,,,Grower,,,2/6/2024,,,"Top Notch Cannabis, LLC","Top Notch Cannabis, LLC",,,,,,,BROKEN BOW,,McCurtain,,,,,,,
,GAAA-NKGU-17FS,,,,Grower,,,4/24/2022,,,Green Dragon Cultivation Inc,Green Dragon Cultivation Inc,,,,,,,EARLSBORO,,Seminole,,,,,,,
,GAAA-GA2O-JCAE,,,,Grower,,,2/14/2024,,,wl trading llc,wl trading llc,,,,,,,wayne,,McClain,,,,,,,
,GAAA-UN7G-M5UX,,,,Grower,,,6/28/2023,,,MAK Harvest LLC,MAK Harvest LLC,,,,,,,MANNFORD,,Creek,,,,,,,
,GAAA-EYLX-WITN,,,,Grower,,,11/14/2023,,,"J S Green, LLC","J S Green, LLC",,,,,,,NOBLE,,Cleveland,,,,,,,
,PAAA-FOZX-X0R9,,,,Processor,,,10/31/2023,,,NUGGET HILL FARMS LLC,NUGGET HILL FARMS LLC,,,,,,,EDMOND,,Logan,,,,,,,
,PAAA-EKUG-WNID,,,,Processor,,,6/16/2024,,,Sunday Extracts LLC,Sunday Extracts LLC,,,,,,,GUTHRIE,,Logan,,,,,,,
,PAAA-E1EL-ZAI9,,,,Processor,,,8/29/2023,,,"Pharm Aide Pharms, LLC",Pharm Aide Pharms,,,,,,,GRANT,,Choctaw,,,,,,,
,GAAA-5GT5-RKBC,,,,Grower,,,3/14/2024,,,Robber's Canyon Ag and Livestock LLC,Robber's Canyon Ag and Livestock LLC,,,,,,,PRYOR,,Mayes,,,,,,,
,GAAA-787O-VUX9,,,,Grower,,,10/11/2023,,,"Madden Farms, LLC","Madden Farms, LLC",,,,,,,NORMAN,,Cleveland,,,,,,,
,GAAA-NK7R-039E,,,,Grower,,,7/4/2023,,,"Long Beats The Rest, LLC","Long Beats The Rest, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-NYIJ-NBUV,,,,Dispensary,,,5/3/2024,,,Meosha Maxwell,Mary Jane’s Treehouse,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-OHWZ-CTL0,,,,Grower,,,8/1/2023,,,TURNER LOVE LLC.,TURNER LOVE LLC.,,,,,,,burneyville,,Love,,,,,,,
,GAAA-NKC6-DMND,,,,Grower,,,5/12/2023,,,SawOaks CannaFarm LLC,SawOaks CannaFarm,,,,,,,CRESCENT,,Logan,,,,,,,
,GAAA-NKBH-ZCSP,,,,Grower,,,2/1/2024,,,SW Oklahoma Farms LLC,SW Oklahoma Farms LLC,,,,,,,Waurika,,Jefferson,,,,,34.1877,-97.9471,
,PAAA-FQQB-FQPE,,,,Processor,,,12/25/2022,,,179 South 122nd Holdings LLC,179 South 122nd Holdings LLC,,,,,,,MOYERS,,Pushmataha,,,,,,,
,GAAA-NJCV-Q1FR,,,,Grower,,,6/1/2023,,,Xiong Farm,Xiong Farm,,,,,,,Vian,,Sequoyah,,,,,35.4927,-94.9716,
,GAAA-EYWU-EOT8,,,,Grower,,,12/4/2023,,,Oklahoma Territory Farms LLC,Oklahoma Territory Farms LLC,,,,,,,PURCELL,,McClain,,,,,,,
,GAAA-41AV-2ZIE,,,,Grower,,,3/4/2024,,,Alegria Farms LLC,Alegria Farms LLC,,,,,,,STRATFORD,,Garvin,,,,,,,
,GAAA-EYOX-DW4V,,,,Grower,,,5/4/2023,,,JOINT EFFORT FARMS LLC,Joint Effort Farms,,,,,,,MANGUM,,Greer,,,,,,,
,PAAA-RYQQ-191R,,,,Processor,,,10/5/2022,,,"Flathead Lab, LLC",Flathead Lab,,,,,,,SKIATOOK,,Tulsa,,,,,,,
,PAAA-Z5BG-1IFU,,,,Processor,,,10/23/2023,,,"SCOC Processing, LLC","SCOC Processing, LLC",,,,,,,SKIATOOK,,Osage,,,,,,,
,GAAA-4JBW-QLCL,,,,Grower,,,12/6/2022,,,"Joint Venture Holdings, LLC",High Roller Grow,,,,,,,McAlester,,Pittsburg,,,,,,,
,PAAA-VJ0H-7L18,,,,Processor,,,12/26/2023,,,LIMITLIS VENTURES LLC,LIMITLIS VENTURES LLC,,,,,,,TAHLEQUAH,,Cherokee,,,,,,,
,PAAA-EKDA-GPVH,,,,Processor,,,12/13/2023,,,CannaMed LLC,Good Oil Boys,,,,,,,DURANT,,Bryan,,,,,,,
,GAAA-E14P-8U5U,,,,Grower,,,12/13/2023,,,King Bloom LLC,King Bloom,,,,,,,Crowder,,Pittsburg,,,,,35.1334,-95.6601,
,PAAA-VK9U-9NAP,,,,Processor,,,9/15/2023,,,Sooner Glue LLC,Sooner Glue,,,,,,,EDMOND,,Logan,,,,,,,
,GAAA-2QCR-GH9Y,,,,Grower,,,12/26/2023,,,"RISEandSHINE GROWER, LLC","RISEandSHINE GROWER, LLC",,,,,,,OKEMAH,,Okfuskee,,,,,,,
,DAAA-41MR-ADII,,,,Dispensary,,,8/10/2023,,,"The High Road Dispensary, LLC",The High Road Dispensary,,,,,,,CHOCTAW,,Oklahoma,,,,,,,
,GAAA-QT38-RHWW,,,,Grower,,,6/20/2023,,,Lemongrass Green LLC,Lemongrass Green LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-VYUF-CTMO,,,,Grower,,,2/17/2022,,,"Cannabless Cultivation 1, LLC",Cannabless Cultivation 1,,,,,,,CARNEY,,Lincoln,,,,,,,
,GAAA-ULMW-YMC9,,,,Grower,,,11/22/2023,,,ORGANIC BROCCOLI LLC,ORGANIC BROCCOLI LLC,,,,,,,BEGGS,,Okmulgee,,,,,,,
,PAAA-VZZR-SZYV,,,,Processor,,,1/13/2024,,,Choctaw Processing LLC,1440 Processing,,,,,,,CHOCTAW,,Oklahoma,,,,,,,
,DAAA-HELI-IFXV,,,,Dispensary,,,5/10/2024,,,KG Chickasha LLC,Kush Gardens Store 11,,,,,,,CHICKASHA,,Grady,,,,,,,
,GAAA-VKGK-QNC4,,,,Grower,,,3/28/2024,,,"Green Rush Gardens, LLC",Green Rush Gardens,,,,,,,Eufaula,,Pittsburg,,,,,35.2801,-95.6347,
,GAAA-GQ7Q-JMUE,,,,Grower,,,11/7/2023,,,Maysville Garden LLC,Maysville Garden LLC,,,,,,,MAYSVILLE,,Garvin,,,,,,,
,GAAA-AGLZ-PBGQ,,,,Grower,,,5/26/2023,,,"Okie Blooms, LLC",Sparrow Jane,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,DAAA-VYPH-MEEE,,,,Dispensary,,,9/15/2023,,,Eufloria LLC,Eufloria LLC,,,,,,,TULSA,,Tulsa,,,,,,,
,GAAA-T7IK-JL5H,,,,Grower,,,6/30/2023,,,"PAJ QAUM NTUJ RHMT, LLC","PAJ QAUM NTUJ RHMT, LLC",,,,,,,GORE,,Sequoyah,,,,,,,
,GAAA-E1AA-HF8P,,,,Grower,,,12/15/2022,,,COPPERHEAD ROAD LLC,COPPERHEAD ROAD LLC,,,,,,,WESTVILLE,,Adair,,,,,,,
,DAAA-FQVQ-52LJ,,,,Dispensary,,,10/24/2023,,,Sallisaw Natural Health LLC,Sallisaw Natural Health LLC,,,,,,,SALLISAW,,Sequoyah,,,,,,,
,GAAA-NTXK-K6IZ,,,,Grower,,,9/22/2023,,,"202783 Ventures, LLC","202783 Ventures, LLC",,,,,,,SHARON,,Woodward,,,,,,,
,PAAA-CDKA-ZH7N,,,,Processor,,,11/14/2023,,,NYM-THC LLC,Tetra Creative Labs LLC,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-YR3J-REKG,,,,Grower,,,2/1/2024,,,Harvest Health Growers LLC,Harvest Health Growers LLC,,,,,,,Tahlequah,,Cherokee,,,,,35.9615,-94.9532,
,GAAA-VYNE-PBIN,,,,Grower,,,12/14/2023,,,"Sooner Grass, LLC",Sooner Grass,,,,,,,Hinton,,Canadian,,,,,35.4641,-98.3512,
,GAAA-SGF7-CVVG,,,,Grower,,,10/20/2022,,,Hugo's MS Farm LLC,Hugo's MS Farm LLC,,,,,,,McAlester,,Pittsburg,,,,,,,
,PAAA-UOBZ-GXSH,,,,Processor,,,12/19/2023,,,"Fresh Off the Press, LLC",Fresh Off the Press,,,,,,,CHICKASHA,,Grady,,,,,,,
,GAAA-N1XI-WWY8,,,,Grower,,,10/23/2023,,,Ye Green LLC,Ye Green LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-RXIV-I8AI,,,,Grower,,,9/26/2023,,,"Winston Wang, LLC","Winston Wang, LLC",,,,,,,CLINTON,,Custer,,,,,,,
,GAAA-BI2K-AP5W,,,,Grower,,,2/1/2024,,,"AGROMED, LLC","AGROMED, LLC",,,,,,,MUSKOGEE,,Muskogee,,,,,,,
,GAAA-5JUA-4E6Y,,,,Grower,,,6/23/2023,,,GREEN SPHERE LLC,GREEN SPHERE LLC,,,,,,,HENRYETTA,,Okmulgee,,,,,,,
,GAAA-NJTM-FPFG,,,,Grower,,,9/14/2022,,,Green Haven Farms. Inc,Green Haven Farms,,,,,,,GUTHRIE,,Logan,,,,,,,
,GAAA-EYXB-NODT,,,,Grower,,,2/13/2024,,,"Cannapeutics, LLC","Cannapeutics, LLC",,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,PAAA-FB7N-QEFS,,,,Processor,,,12/5/2023,,,Jakes Fire LLC,Jakes Fire,,,,,,,SHAWNEE,,Pottawatomie,,,,,,,
,GAAA-4YXX-DOKW,,,,Grower,,,4/27/2023,,,Mad Leaf LLC,Mad Leaf LLC,,,,,,,CATOOSA,,Rogers,,,,,,,
,GAAA-M7GV-VD85,,,,Grower,,,6/14/2023,,,Sweet Flower Farm LLC,Sweet Flower Farm LLC,,,,,,,WYANDOTTE,,Ottawa,,,,,,,
,GAAA-FRP2-UGXB,,,,Grower,,,12/14/2023,,,Farmworx LLC,Farmworx LLC,,,,,,,NORMAN,,Cleveland,,,,,,,
,GAAA-FQRG-JSN4,,,,Grower,,,9/27/2023,,,DCJ Farms LLC,DCJ Farms LLC,,,,,,,CLAREMORE,,Rogers,,,,,,,
,PAAA-UKXQ-ZOAJ,,,,Processor,,,6/28/2023,,,"SCISSORTAIL SOLVENTLESS, LLC","SCISSORTAIL SOLVENTLESS, LLC",,,,,,,Broken Arrow,,Tulsa,,,,,35.9677,-95.815,
,GAAA-8HVQ-KOQI,,,,Grower,,,7/4/2023,,,Quang Tri Green LLC,Quang Tri Green LLC,,,,,,,CRESCENT,,Logan,,,,,,,
,GAAA-E1BM-T9Z2,,,,Grower,,,2/1/2024,,,Miracle Meds LLC,Miracle Meds,,,,,,,CRESCENT,,Logan,,,,,,,
,GAAA-DEHZ-HDG6,,,,Grower,,,6/23/2023,,,Zero Solvent Extracts LLC,DAB RIGHT,,,,,,,MIDWEST CITY,,Oklahoma,,,,,,,
,GAAA-8LUL-CJPK,,,,Grower,,,10/16/2023,,,"The Garden House Cultivation, LLC","The Garden House Cultivation, LLC",,,,,,,ENID,,Garfield,,,,,,,
,GAAA-XGVY-WH1O,,,,Grower,,,11/15/2022,,,"918 Boy's Ranch, LLC",918 Boy's Ranch,,,,,,,HASKELL,,Muskogee,,,,,,,
,PAAA-EKJ5-6X75,,,,Processor,,,9/26/2023,,,"DCDC Enterprises, Inc",MMed Labz,,,,,,,PRYOR,,Mayes,,,,,,,
,PAAA-VY8W-N4JL,,,,Processor,,,11/10/2023,,,"STINKY FIELDS, LLC","Stinky Fields, LLC",,,,,,,KINGSTON,,Marshall,,,,,,,
,GAAA-4YVT-JIKG,,,,Grower,,,5/9/2023,,,TSI Limited Liability Company,TSI Limited Liability Company,,,,,,,Perkins,,Payne,,,,,35.9814,-97.1065,
,GAAA-RGVW-XV2C,,,,Grower,,,5/26/2024,,,UNCLE SANG LLC,UNCLE SANG LLC,,,,,,,TRYON,,Lincoln,,,,,,,
,DAAA-FUZG-VJLX,,,,Dispensary,,,10/13/2023,,,"Mercury 420, LLC","Mercury 420, LLC",,,,,,,Oilton,,Creek,,,,,36.0908,-96.564,
,PAAA-NKLY-4DUZ,,,,Processor,,,1/11/2024,,,Xen Xtracts LLC,Humble Oil Co,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-PMGP-KVLS,,,,Grower,,,12/4/2023,,,"Hillbilly Harvest, LLC",Hillbilly Harvest,,,,,,,Shawnee,,Pottawatomie,,,,,35.2968,-96.9507,
,GAAA-CRNU-BWSV,,,,Grower,,,11/7/2023,,,Everquest Farms LLC,Everquest Farms LLC,,,,,,,Edmond,,Oklahoma,,,,,35.6675,-97.496,
,PAAA-OYJ9-AZLV,,,,Processor,,,2/27/2023,,,Yellow Dog Holdings LLC,Yellow Dog Holdings LLC,,,,,,,Oklahoma City,,Oklahoma,,,,,35.4678,-97.5164,
,GAAA-VKNL-MYVR,,,,Grower,,,11/15/2023,,,5 Bees Green Haus Society,5 Bees Green Haus Society,,,,,,,AFTON,,Delaware,,,,,,,
,GAAA-DLOR-VBES,,,,Grower,,,7/27/2022,,,SUNSHINE MEDICINE LLC,SUNSHINE MEDICINE LLC,,,,,,,DAVIS,,Murray,,,,,,,
,GAAA-XBAG-CCJE,,,,Grower,,,6/2/2024,,,"Victory Garden Green, Inc","Victory Garden Green, Inc",,,,,,,SPARKS,,Lincoln,,,,,,,
,GAAA-4K4M-EFPO,,,,Grower,,,11/27/2023,,,"Pharm Aide Broken Bow- Cultivation, LLC","Pharm Aide Broken Bow- Cultivation, LLC",,,,,,,BROKEN BOW,,McCurtain,,,,,,,
,GAAA-41LR-GNPQ,,,,Grower,,,12/18/2023,,,"LEILANI FAMILY FARMS, LLC","LEILANI FAMILY FARMS, LLC",,,,,,,STILLWATER,,Payne,,,,,,,
,DAAA-170R-DYNR,,,,Dispensary,,,3/27/2024,,,DANK PLUG LLC,DANK PLUG LLC,,,,,,,OKLAHOMA CITY,,Canadian,,,,,,,
,GAAA-E1TD-MGO9,,,,Grower,,,6/28/2022,,,4T GREEN LLC,4T GREEN LLC,,,,,,,GLENPOOL,,Tulsa,,,,,,,
,GAAA-NYVC-YU2K,,,,Grower,,,2/24/2024,,,Gray Matter Industries Inc,Gray Matter Industries Inc,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-GZAN-UYKW,,,,Grower,,,10/16/2023,,,LIWENDONG LLC,LIWENDONG LLC,,,,,,,ELMORE CITY,,Garvin,,,,,,,
,GAAA-DTCV-ZKHP,,,,Grower,,,4/19/2023,,,JW 878 LLC,JW 878 LLC,,,,,,,STRATFORD,,Garvin,,,,,,,
,GAAA-VK3Y-ZBPZ,,,,Grower,,,2/22/2024,,,"KQFARM, INC","KQFARM, INC",,,,,,,OKEMAH,,Okfuskee,,,,,,,
,GAAA-NJHP-NGVO,,,,Grower,,,11/3/2023,,,"High-End Ranch, LLC","High-End Ranch, LLC",,,,,,,Marietta,,Love,,,,,33.9562,-97.1076,
,GAAA-EJ2V-5MZL,,,,Grower,,,11/15/2023,,,Wesley J. Eddings,1889 Cultivators,,,,,,,COALGATE,,Coal,,,,,,,
,GAAA-NJEU-OFCL,,,,Grower,,,11/27/2023,,,Green Unicorn LLC,Green Unicorn Cannabis Company,,,,,,,Guthrie,,Logan,,,,,35.8709,-97.4696,
,GAAA-EKQG-4T8E,,,,Grower,,,3/8/2024,,,Higher Up Cannabis Co.,Higher Up Cannabis Co.,,,,,,,BROKEN ARROW,,Wagoner,,,,,,,
,GAAA-BYBV-1X9Z,,,,Grower,,,10/5/2023,,,"Nature Harvest Gardening, LLC","Nature Harvest Gardening, LLC",,,,,,,RUSH SPRINGS,,Grady,,,,,,,
,GAAA-EK3K-V7WX,,,,Grower,,,12/4/2023,,,"Green Tree's, LLC",Green Trees,,,,,,,PRAGUE,,Lincoln,,,,,,,
,GAAA-E1Q1-BUOJ,,,,Grower,,,4/27/2023,,,Oklahoma Crippy LLC,Oklahoma Crippy LLC,,,,,,,TAHLEQUAH,,Cherokee,,,,,,,
,GAAA-SSAN-UIVK,,,,Grower,,,1/12/2024,,,"Saturn Farms, LLC",Saturn Farms,,,,,,,COLLINSVILLE,,Tulsa,,,,,,,
,GAAA-JRA6-PBD4,,,,Grower,,,7/11/2023,,,"Pyle Mountain Organic, LLC","Pyle Mountain Organic, LLC",,,,,,,MCALESTER,,Pittsburg,,,,,,,
,GAAA-NKTN-XBW4,,,,Grower,,,11/6/2023,,,2CG LLC,Beefy Nugs,,,,,,,FREDERICK,,Tillman,,,,,,,
,GAAA-MDPK-RGEY,,,,Grower,,,5/24/2023,,,Happy Ming Farm LLC,Happy Ming Farm LLC,,,,,,,WEWOKA,,Seminole,,,,,,,
,GAAA-25ME-C1Y0,,,,Grower,,,5/11/2023,,,405420 LLC,VYCE Cannabis Co,,,,,,,OKLAHOMA CITY,,Oklahoma,,,,,,,
,GAAA-E1XW-MQTN,,,,Grower,,,10/30/2023,,,Tailor Made & Grown Cannabis LLC,Tailor Made & Grown Cannabis LLC,,,,,,,CLAREMORE,,Rogers,,,,,,,
,PAAA-MMY4-8ND9,,,,Processor,,,9/25/2023,,,Flogrown Genetics LLC,Flogrown Genetics,,,,,,,CRESCENT,,Kingfisher,,,,,,,
,GAAA-AP5W-RSAC,,,,Grower,,,2/15/2024,,,AIFANGW LLC,AIFANGW LLC,,,,,,,PONCA CITY,,Kay,,,,,,,
